"CASN"	"Compound"	"Assay"	"Endpoint"	"S9"	"BMR"	"EXP_loglik"	"EXP_AIC"	"EXP_BMDL"	"EXP_BMD"	"EXP_BMDU"	"HILL_loglik"	"HILL_AIC"	"HILL_BMDL"	"HILL_BMD"	"HILL_BMDU"	"GEO_BMDL"	"GEO_BMD"	"GEO_BMDU"
"66-27-3"	"Methyl methanesulfonate"	"TGR FE1"	"Mutation Frequency"	"-"	0.3	11.78	-13.56	42.2	350	1380	11.74	-13.48	52.6	340	1390	"47.1139045293425"	"344.963766213207"	"1384.99097469984"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II TAMI"	"TAMIX"	"+"	0.3	-31.73	73.46	10300	24000	27700	-32.24	74.48	9520	16000	23200	"9902.3229597908"	"19595.9179422654"	"25350.345165303"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II TAMI"	"TAMIX"	"-"	0.3	-24.19	58.38	37.5	230	336	-24.33	58.66	66.1	220	316	"49.7870465081029"	"224.94443758404"	"325.846589670661"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II"	"TA98"	"+"	0.3	-27.83	65.66	3940	7200	9080	-28.55	67.1	3490	5400	8360	"3708.18014664876"	"6235.38290724796"	"8712.56563820325"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II"	"TA98"	"-"	0.3	-29.84	69.68	3360	6900	8690	-30.62	71.24	3040	4900	7720	"3195.99749687011"	"5814.63670404265"	"8190.65320960423"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"CometChip"	"% DNA in tail"	"-"	0.3	16.25	-22.5	85.1	110	145	16.78	-23.56	94	120	156	"89.4393649351336"	"114.891252930761"	"150.399468084166"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MicroFlow"	"% Micronucleus"	"-"	0.3	-22.54	55.08	18.3	32	45.6	-22.56	55.12	18.2	32	45.5	"18.2499315067208"	"32"	"45.5499725576207"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"%Cytotoxicity"	"-"	0.3	6.11	-2.22	12.9	31	49.5	7.2	-4.4	20.8	35	48.4	"16.3804761835546"	"32.9393381840012"	"48.9469100148314"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.3	37.55	-65.1	13.8	17	20.1	41.13	-72.26	16.2	19	21.2	"14.9519229532525"	"17.9722007556114"	"20.6426742453588"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr p53 shift"	"-"	0.3	36.47	-62.94	39.5	50	60.9	37.6	-65.2	41.9	52	61.5	"40.6823057360322"	"50.9901951359278"	"61.1992647014652"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr p-H3"	"-"	0.3	8.33	-6.66	27.1	45	84.8	8.23	-6.46	26.9	47	99.2	"26.9998148141797"	"45.9891291502677"	"91.7178281469857"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr Polyploidy"	"-"	0.3	-9.65	29.3	NA	NA	NA	-9.77	29.54	NA	NA	NA	"NA"	"NA"	"NA"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.3	37.32	-64.64	5.31	7.7	10.6	37.93	-65.86	5.79	8.3	11.4	"5.54480838262243"	"7.99437302106926"	"10.992724866929"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr p53 shift"	"-"	0.3	44.51	-79.02	166	190	220	44.51	-79.02	166	190	220	"166"	"190"	"220"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr p-H3"	"-"	0.3	2.28	5.44	172	270	375	0.45	9.1	214	330	362	"191.854111240807"	"298.496231131986"	"368.442668538811"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"TGR FE1"	"Mutation Frequency"	"-"	0.3	12.17	-14.34	5.51	15	24	12.34	-14.68	6.17	18	30.2	"5.83066891531323"	"16.431676725155"	"26.9221098727421"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II TAMI"	"TAMIX"	"+"	0.3	-12.18	34.36	8520	24000	35100	-12.19	34.38	9040	21000	33800	"8776.14949735931"	"22449.9443206436"	"34443.8673786786"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II TAMI"	"TAMIX"	"-"	0.3	-12.33	34.66	181	2000	9740	-12.37	34.74	206	1700	9090	"193.095831130555"	"1843.90889145858"	"9409.38892808667"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II"	"TA98"	"+"	0.3	-11.01	32.02	NA	NA	NA	-11.01	32.02	NA	NA	NA	"NA"	"NA"	"NA"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II"	"TA98"	"-"	0.3	-13.73	37.46	3700	8400	13000	-13.84	37.68	3810	7500	13500	"3754.5971821222"	"7937.25393319377"	"13247.6412994918"
"2835-98-5"	"2-Amino-5-methylphenol"	"CometChip"	"% DNA in tail"	"-"	0.3	9.91	-9.82	135	160	175	9.14	-8.28	135	160	172	"135"	"160"	"173.493515728975"
"2835-98-5"	"2-Amino-5-methylphenol"	"MicroFlow"	"% Micronucleus"	"-"	0.3	-10.73	31.46	NA	NA	NA	-10.73	31.46	NA	NA	NA	"NA"	"NA"	"NA"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"%Cytotoxicity"	"-"	0.3	2.83	4.34	0	0.00084	14.5	2.89	4.22	0	0.0053	15	"0"	"0.00210997630318447"	"14.7478812037526"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.3	14.96	-19.92	22.1	43	75.9	14.96	-19.92	22.1	43	75.9	"22.1"	"43"	"75.9"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr p53 shift"	"-"	0.3	10.73	-11.46	110	120	134	8.92	-7.84	101	120	133	"105.403984744411"	"120"	"133.499063667128"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr p-H3"	"-"	0.3	5.74	-1.48	302	330	358	4.25	1.5	275	310	354	"288.183969019791"	"319.84371183439"	"355.994381978143"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr Polyploidy"	"-"	0.3	-2.5	15	46.7	81	117	-2.59	15.18	47	81	113	"46.8497598713163"	"81"	"114.982607380421"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.3	4.37	1.26	99.6	120	144	3.21	3.58	84.4	120	147	"91.6855495702567"	"120"	"145.492267835786"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr p53 shift"	"-"	0.3	22.67	-35.34	152	210	260	22.67	-35.34	152	210	260	"152"	"210"	"260"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr p-H3"	"-"	0.3	-1.54	13.08	NA	NA	NA	-1.72	13.44	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II TAMI"	"TAMIX"	"+"	0.3	-18.02	46.04	NA	NA	NA	-18.05	46.1	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II TAMI"	"TAMIX"	"-"	0.3	-4.41	18.82	NA	NA	NA	-4.41	18.82	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II"	"TA98"	"+"	0.3	-15.45	40.9	NA	NA	NA	-15.45	40.9	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II"	"TA98"	"-"	0.3	-21.26	52.52	NA	NA	NA	-21.31	52.62	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"CometChip"	"% DNA in tail"	"-"	0.3	11.09	-12.18	6.88e-05	0.024	0.119	11.13	-12.26	7.45e-05	0.046	0.192	"7.15932957755124e-05"	"0.0332264954516723"	"0.151155549021529"
"33419-42-0"	"Etoposide"	"MicroFlow"	"% Micronucleus"	"-"	0.3	-10.67	31.34	NA	NA	NA	-9.89	29.78	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"MultiFLow"	"%Cytotoxicity"	"-"	0.3	13.17	-16.34	1.06e-06	5e-06	0.0107	13.2	-16.4	3.75e-06	0.0034	0.0176	"1.99374020373769e-06"	"0.000130384048104053"	"0.0137229734387268"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.3	18.56	-27.12	0.0459	0.056	0.0658	19.99	-29.98	0.0494	0.058	0.0664	"0.047617853794559"	"0.0569912273951"	"0.0660993192098073"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr p53 shift"	"-"	0.3	30.68	-51.36	0.0222	0.025	0.0291	34.12	-58.24	0.0246	0.027	0.03	"0.0233692105129805"	"0.0259807621135332"	"0.0295465734053883"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr p-H3"	"-"	0.3	-2.84	15.68	0.0148	0.048	0.0915	-3.65	17.3	0.0195	0.061	0.102	"0.0169882312204655"	"0.0541109970338747"	"0.0966074531286277"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr Polyploidy"	"-"	0.3	-8.31	26.62	NA	NA	NA	-8.18	26.36	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.3	31.74	-53.48	0.0412	0.049	0.0571	31.97	-53.94	0.0417	0.049	0.0575	"0.0414492460727575"	"0.049"	"0.0572996509587973"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr p53 shift"	"-"	0.3	32.46	-54.92	0.0747	0.089	0.104	32.46	-54.92	0.0747	0.089	0.104	"0.0747"	"0.089"	"0.104"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr p-H3"	"-"	0.3	5.79	-1.58	0.0125	0.027	0.0666	3.17	3.66	0.0317	0.062	0.0972	"0.0199060292373944"	"0.0409145450909576"	"0.0804581878990572"
"33419-42-0"	"Etoposide"	"TGR FE1"	"Mutation Frequency"	"-"	0.3	0.98	8.04	NA	NA	NA	0.98	8.04	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II TAMI"	"TAMIX"	"+"	0.3	-15.38	40.76	NA	NA	NA	-15.38	40.76	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II TAMI"	"TAMIX"	"-"	0.3	-16.53	43.06	NA	NA	NA	-16.24	42.48	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II"	"TA98"	"+"	0.3	-18.2	46.4	NA	NA	NA	-18.2	46.4	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II"	"TA98"	"-"	0.3	-13.56	37.12	0.487	100	2510	-13.56	37.12	0.484	98	2110	"0.485497682795706"	"98.9949493661167"	"2301.32570489273"
"24292-52-2"	"Hesperidin methyl chalcone"	"CometChip"	"% DNA in tail"	"-"	0.3	14.12	-18.24	1740	2800	5730	13.54	-17.08	1490	3200	18100	"1610.15527201571"	"2993.32590941915"	"10183.9579732047"
"24292-52-2"	"Hesperidin methyl chalcone"	"MicroFlow"	"% Micronucleus"	"-"	0.3	0.78	8.44	25.8	78	131	1.15	7.7	31.8	74	126	"28.643323829472"	"75.9736796528903"	"128.475678632183"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"%Cytotoxicity"	"-"	0.3	-0.02	10.04	6.72	19	100	1.8	6.4	12.8	24	90.3	"9.27448111756124"	"21.3541565040626"	"95.0263121456368"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.3	14.81	-19.62	587	620	659	12.44	-14.88	554	600	656	"570.261343596074"	"609.918027279076"	"657.498288971158"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr p53 shift"	"-"	0.3	21.38	-32.76	511	540	569	20.56	-31.12	510	530	551	"510.499755141959"	"534.97663500381"	"559.927673900835"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr p-H3"	"-"	0.3	1.7	6.6	725	870	1080	0.76	8.48	672	890	1220	"697.997134664606"	"879.943179983799"	"1147.86758818254"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"24hr Polyploidy"	"-"	0.3	-1.92	13.84	303	390	475	-2.16	14.32	295	390	475	"298.973242949934"	"390"	"475"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.3	10.18	-10.36	NA	NA	NA	10.18	-10.36	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr p53 shift"	"-"	0.3	17.9	-25.8	NA	NA	NA	17.68	-25.36	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MultiFLow"	"4hr p-H3"	"-"	0.3	-1.94	13.88	NA	NA	NA	-2.14	14.28	NA	NA	NA	"NA"	"NA"	"NA"
"66-27-3"	"Methyl methanesulfonate"	"Ames II TAMI"	"TAMIX"	"+"	0.3	-22.55	55.1	13.5	25	31.1	-23.06	56.12	12.4	19	27.5	"12.9383151917087"	"21.7944947177034"	"29.2446576317795"
"66-27-3"	"Methyl methanesulfonate"	"Ames II TAMI"	"TAMIX"	"-"	0.3	-19.73	49.46	15	27	32.8	-20.15	50.3	14	21	30.1	"14.4913767461894"	"23.8117617995813"	"31.4210120779074"
"66-27-3"	"Methyl methanesulfonate"	"Ames II"	"TA98"	"+"	0.3	-19.05	48.1	12.1	27	35.8	-19.17	48.34	11.7	21	33.6	"11.8983192090312"	"23.8117617995813"	"34.6825604591126"
"66-27-3"	"Methyl methanesulfonate"	"Ames II"	"TA98"	"-"	0.3	-10.2	30.4	6.9	14	34.5	-10.2	30.4	6.72	14	31.7	"6.80940526037333"	"14"	"33.070379495857"
"66-27-3"	"Methyl methanesulfonate"	"CometChip"	"% DNA in tail"	"-"	0.3	10.2	-10.4	51	100	191	10.2	-10.4	51.1	100	191	"51.0499755141959"	"100"	"191"
"66-27-3"	"Methyl methanesulfonate"	"MicroFlow"	"% Micronucleus"	"-"	0.3	-29.09	68.18	1.35	3	5.29	-29.09	68.18	1.35	3	5.29	"1.35"	"3"	"5.29"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"%Cytotoxicity"	"-"	0.3	7.21	-4.42	0.0123	1.4	6.61	7.21	-4.42	0.0123	1.4	6.61	"0.0123"	"1.4"	"6.61"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.3	19.08	-28.16	1.94	3.4	5.54	17.27	-24.54	2.43	4.4	6.83	"2.17122085472667"	"3.86781592116274"	"6.15127629033195"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr p53 shift"	"-"	0.3	34.03	-58.06	18	22	25.4	30.82	-51.64	17.6	22	26.3	"17.7988763690296"	"22"	"25.8460828753604"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr p-H3"	"-"	0.3	0.66	8.68	4.43	15	30.7	0.06	9.88	4.96	17	33.8	"4.68751533330826"	"15.9687194226713"	"32.2127304027461"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"24hr Polyploidy"	"-"	0.3	1.36	7.28	0.0556	3	88.7	1.36	7.28	0.0176	3	88.7	"0.0312819436736274"	"3"	"88.7"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.3	42.11	-74.22	7.73	9.9	12.3	42.26	-74.52	8.07	10	12.8	"7.89817067427642"	"9.9498743710662"	"12.5475097130865"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr p53 shift"	"-"	0.3	46.85	-83.7	148	160	179	47.05	-84.1	150	160	180	"148.996644257513"	"160"	"179.499303619819"
"66-27-3"	"Methyl methanesulfonate"	"MultiFLow"	"4hr p-H3"	"-"	0.3	-1.83	13.66	3.66	27	70.8	-2.32	14.64	2.5	23	60	"3.02489669245083"	"24.9198715887542"	"65.1766829472013"
"66-27-3"	"Methyl methanesulfonate"	"TGR FE1"	"Mutation Frequency"	"-"	0.3	11.78	-13.56	42.2	350	1380	11.74	-13.48	52.6	340	1390	"47.1139045293425"	"344.963766213207"	"1384.99097469984"
"66-27-3"	"Methyl methanesulfonate"	"TGR FE1"	"Mutation Frequency"	"-"	0.35	11.78	-13.56	81.6	530	1910	11.74	-13.48	78.7	510	1950	"80.136882894208"	"519.903837262238"	"1929.89637027484"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II TAMI"	"TAMIX"	"+"	0.35	-31.73	73.46	11500	25000	29000	-32.24	74.48	10300	16000	24600	"10883.4737101718"	"20000"	"26709.5488542955"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II TAMI"	"TAMIX"	"-"	0.35	-24.19	58.38	41.6	230	349	-24.33	58.66	71.9	220	329	"54.6904013516083"	"224.94443758404"	"338.852475275008"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II"	"TA98"	"+"	0.35	-27.83	65.66	4220	7500	9510	-28.55	67.1	3740	5700	8850	"3972.75722892804"	"6538.34841531101"	"9174.0667100256"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"Ames II"	"TA98"	"-"	0.35	-29.84	69.68	3690	7200	9120	-30.62	71.24	3270	5200	8170	"3473.65801425529"	"6118.82341631134"	"8631.94068561642"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"CometChip"	"% DNA in tail"	"-"	0.35	16.25	-22.5	95.5	130	158	16.78	-23.56	104	140	168	"99.6594200264079"	"134.90737563232"	"162.92329483533"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MicroFlow"	"% Micronucleus"	"-"	0.35	-22.54	55.08	20.6	34	47.9	-22.56	55.12	20.5	34	47.7	"20.5499391726594"	"34"	"47.7998953973751"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"%Cytotoxicity"	"-"	0.35	6.11	-2.22	15.7	35	54	7.2	-4.4	23.9	38	52.3	"19.370854395199"	"36.4691650576209"	"53.1432027638531"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.35	37.55	-65.1	16.2	20	23	41.13	-72.26	18.5	21	23.8	"17.3118456555042"	"20.4939015319192"	"23.3965809467965"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr p53 shift"	"-"	0.35	36.47	-62.94	48	59	71.3	37.6	-65.2	50.3	61	71.3	"49.1365444450462"	"59.9916660878826"	"71.3"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr p-H3"	"-"	0.35	8.33	-6.66	34.2	50	140	8.23	-6.46	35.5	58	307	"34.8439377797631"	"53.851648071345"	"207.316183642281"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"24hr Polyploidy"	"-"	0.35	-10.31	30.62	NA	NA	NA	-9.82	29.64	NA	NA	NA	"NA"	"NA"	"NA"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.35	37.32	-64.64	6.84	9.6	13	37.93	-65.86	7.39	10	13.9	"7.10968353726099"	"9.79795897113271"	"13.4424700111252"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr p53 shift"	"-"	0.35	44.51	-79.02	199	230	255	44.51	-79.02	199	230	255	"199"	"230"	"255"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"MultiFLow"	"4hr p-H3"	"-"	0.35	2.28	5.44	198	300	400	0.45	9.1	236	350	383	"216.166602415822"	"324.037034920393"	"391.407715815619"
"759-73-9"	"1-Ethyl-1-nitrosourea"	"TGR FE1"	"Mutation Frequency"	"-"	0.35	12.17	-14.34	6.57	17	26.4	12.34	-14.68	7.32	20	32.6	"6.93486841980437"	"18.4390889145858"	"29.3366664772942"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II TAMI"	"TAMIX"	"+"	0.35	-12.18	34.36	10300	25000	36800	-12.19	34.38	10600	22000	35800	"10448.9233895172"	"23452.0787991171"	"36296.5563104821"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II TAMI"	"TAMIX"	"-"	0.35	-12.33	34.66	300	2500	10300	-12.37	34.74	308	2100	9620	"303.973683071413"	"2291.28784747792"	"9954.19509553635"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II"	"TA98"	"+"	0.35	-11.01	32.02	NA	NA	NA	-11.01	32.02	NA	NA	NA	"NA"	"NA"	"NA"
"2835-98-5"	"2-Amino-5-methylphenol"	"Ames II"	"TA98"	"-"	0.35	-13.73	37.46	4260	8800	13700	-13.84	37.68	4210	7900	14400	"4234.92620951062"	"8337.86543427033"	"14045.6398928635"
"2835-98-5"	"2-Amino-5-methylphenol"	"CometChip"	"% DNA in tail"	"-"	0.35	9.91	-9.82	142	170	182	9.14	-8.28	142	170	179	"142"	"170"	"180.493767205408"
"2835-98-5"	"2-Amino-5-methylphenol"	"MicroFlow"	"% Micronucleus"	"-"	0.35	-10.73	31.46	NA	NA	NA	-10.73	31.46	NA	NA	NA	"NA"	"NA"	"NA"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"%Cytotoxicity"	"-"	0.35	2.83	4.34	0	0.001	16.6	2.89	4.22	0	0.0063	16.9	"0"	"0.00250998007960223"	"16.7493283447427"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.35	14.96	-19.92	28.3	53	88.9	14.96	-19.92	28.3	53	88.9	"28.3"	"53"	"88.9"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr p53 shift"	"-"	0.35	10.73	-11.46	115	130	139	8.92	-7.84	107	120	139	"110.927904514599"	"124.899959967968"	"139"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr p-H3"	"-"	0.35	5.74	-1.48	321	350	376	4.25	1.5	295	330	375	"307.725527052924"	"339.852909359329"	"375.499667110372"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"24hr Polyploidy"	"-"	0.35	-2.5	15	50.5	85	121	-2.59	15.18	50.7	85	118	"50.5999011856743"	"85"	"119.490585403202"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.35	4.37	1.26	105	130	150	3.21	3.58	90.6	120	154	"97.5346092420532"	"124.899959967968"	"151.986841535707"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr p53 shift"	"-"	0.35	22.67	-35.34	185	240	294	22.67	-35.34	185	240	294	"185"	"240"	"294"
"2835-98-5"	"2-Amino-5-methylphenol"	"MultiFLow"	"4hr p-H3"	"-"	0.35	-1.54	13.08	NA	NA	NA	-1.72	13.44	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II TAMI"	"TAMIX"	"+"	0.35	-18.02	46.04	NA	NA	NA	-18.05	46.1	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II TAMI"	"TAMIX"	"-"	0.35	-4.41	18.82	NA	NA	NA	-4.41	18.82	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II"	"TA98"	"+"	0.35	-15.59	41.18	NA	NA	NA	-15.55	41.1	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"Ames II"	"TA98"	"-"	0.35	-21.26	52.52	NA	NA	NA	-21.31	52.62	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"CometChip"	"% DNA in tail"	"-"	0.35	11.09	-12.18	0.000121	0.03	0.133	11.13	-12.26	0.000126	0.053	0.206	"0.00012347469376354"	"0.0398748040747538"	"0.16552341224129"
"33419-42-0"	"Etoposide"	"MicroFlow"	"% Micronucleus"	"-"	0.35	-10.67	31.34	NA	NA	NA	-9.89	29.78	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"MultiFLow"	"%Cytotoxicity"	"-"	0.35	13.17	-16.34	1.32e-06	6e-06	0.0121	13.2	-16.4	4.47e-06	0.0039	0.0192	"2.42907389759966e-06"	"0.000152970585407784"	"0.0152420471066061"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr g-H2aX shift"	"-"	0.35	18.56	-27.12	0.0508	0.061	0.0712	19.99	-29.98	0.054	0.063	0.0711	"0.0523755668227085"	"0.0619919349593155"	"0.0711499824314806"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr p53 shift"	"-"	0.35	30.68	-51.36	0.0258	0.029	0.0332	34.12	-58.24	0.0282	0.031	0.0338	"0.0269733201515868"	"0.0299833287011299"	"0.0334986566894853"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr p-H3"	"-"	0.35	-2.84	15.68	0.0189	0.055	0.0997	-3.65	17.3	0.0235	0.067	0.108	"0.0210748665476202"	"0.0607042008431048"	"0.103767046792322"
"33419-42-0"	"Etoposide"	"MultiFLow"	"24hr Polyploidy"	"-"	0.35	-8.31	26.62	NA	NA	NA	-8.31	26.62	NA	NA	NA	"NA"	"NA"	"NA"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr g-H2aX shift"	"-"	0.35	31.74	-53.48	0.0501	0.058	0.0673	31.97	-53.94	0.0506	0.059	0.0676	"0.0503493793407625"	"0.0584978632088387"	"0.0674498332095788"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr p53 shift"	"-"	0.35	32.46	-54.92	0.0924	0.11	0.125	32.46	-54.92	0.0924	0.11	0.125	"0.0924"	"0.11"	"0.125"
"33419-42-0"	"Etoposide"	"MultiFLow"	"4hr p-H3"	"-"	0.35	5.79	-1.58	0.0171	0.035	0.0777	3.17	3.66	0.0378	0.071	0.108	"0.025424004405286"	"0.0498497743224581"	"0.0916056766799962"
"33419-42-0"	"Etoposide"	"TGR FE1"	"Mutation Frequency"	"-"	0.35	0.98	8.04	NA	NA	NA	0.98	8.04	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II TAMI"	"TAMIX"	"+"	0.35	-15.38	40.76	NA	NA	NA	-15.38	40.76	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II TAMI"	"TAMIX"	"-"	0.35	-16.55	43.1	NA	NA	NA	-16.54	43.08	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II"	"TA98"	"+"	0.35	-18.2	46.4	NA	NA	NA	-18.2	46.4	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"Ames II"	"TA98"	"-"	0.35	-13.56	37.12	0.904	130	2220	-13.56	37.12	0.864	130	2190	"0.883773726697054"	"130"	"2204.94897900156"
"24292-52-2"	"Hesperidin methyl chalcone"	"CometChip"	"% DNA in tail"	"-"	0.35	14.08	-18.16	NA	NA	NA	13.53	-17.06	NA	NA	NA	"NA"	"NA"	"NA"
"24292-52-2"	"Hesperidin methyl chalcone"	"MicroFlow"	"% Micronucleus"	"-"	0.35	0.78	8.44	30.4	83	137	1.15	7.7	36.4	79	133	"33.2649966180669"	"80.9753048774748"	"134.985184372212"
